Doc,Length,Uppercase(num),Exclamation/Question(num),SpellMiss(num),FirstPronouns(num),SecondPronouns(num),ThirdPronouns(num),BadWord(num),Emot(num),EmotMean(score),SentiPos(num),SentiNeg(num),Senti(score),FRE,SMOG,CLI,ARI,FOG,FKGL
D10360,13,4,3,7,0,0,0,2,0,0,2,1,0,167.6092308,3,-1.794084308,-1.886923077,5.2,-6.889230769
D10363,5,1,4,2,0,0,0,0,0,0,0,0,0,184.84,3,6.5050248,3.678,2,-11.28
D10364,15,0,1,2,0,1,0,0,0,0,1,0,0.125,112.65,3,-1.309706533,-0.742,6,1.273333333
D10370,15,0,1,3,1,1,1,0,0,0,0,3,-0.5,112.65,8.477225575,-0.133736333,0.2,8.666666667,1.273333333
D10376,19,0,0,5,0,0,0,1,1,-0.375,1,1,-0.25,89.59210526,8.477225575,3.066716316,4.431052632,9.705263158,5.483157895
D10381,19,0,1,10,1,1,1,1,0,0,0,1,-0.125,94.04473684,3,4.923511368,5.918421053,7.6,4.862105263
D10383,20,0,1,5,1,1,0,1,0,0,1,1,0.041666667,89.245,8.477225575,2.1233403,4.113,10,5.78
D10385,8,0,0,4,0,0,0,0,1,-0.375,0,0,0,124.69,8.477225575,-2.594642375,-3.88875,8.2,-2.145
D10388,15,0,0,3,1,1,1,1,1,-0.375,3,2,1.09375,90.09,10.74596669,4.570144467,3.968,11.33333333,4.42
D10393,58,49,0,44,1,6,0,4,0,0,2,4,-0.25,139.2132759,8.477225575,4.77543269,24.46103448,23.88965517,8.250689655
D10394,19,0,2,12,0,1,0,1,1,-0.375,1,3,-1,129.6657895,3,-0.646873789,1.456315789,7.6,-0.106315789
D10395,15,0,0,2,1,1,0,1,0,0,1,2,-0.159432692,129.57,3,-2.8776668,-1.998,6,-1.086666667
D10396,60,1,1,27,2,8,0,7,0,0,6,4,0.431818182,54.285,8.477225575,1.737617733,23.014,24.66666667,20.59333333
D10397,68,0,1,18,2,8,2,3,0,0,8,2,1.394230769,49.48264706,8.477225575,2.6141995,27.66970588,27.78823529,23.25058824
D10398,13,1,1,2,1,1,0,1,0,0,1,0,0.25,128.5630769,3,-4.507861692,-4.060769231,5.2,-1.443076923
D10399,80,0,3,10,8,6,5,2,1,-0.375,9,3,0.598958333,37.8625,8.477225575,0.660428487,32.052375,32.5,27.8525
D10400,27,0,5,2,0,0,2,2,0,0,3,1,0.041666667,88.56333333,3,1.178468333,6.548888889,10.8,7.614074074
D10406,25,0,1,6,1,1,1,0,0,0,5,0,0.6875,79.94,10.74596669,1.36083992,5.7652,13.2,8.32
D10407,30,1,1,8,4,2,2,0,0,0,5,1,0.3125,94.605,3,0.852506333,7.7,12,7.516666667
D10411,12,5,0,8,1,1,0,0,0,0,1,0,0.125,187.605,3,-5.036745917,-4.8325,4.8,-9.926666667
D10413,30,1,0,13,2,0,1,1,0,0,4,2,0.203125,77.685,10.74596669,7.1243474,12.724,14.66666667,9.876666667
D10418,14,0,0,7,1,0,0,0,0,0,0,1,-0.125,108.025,8.477225575,3.085286714,2.391428571,8.457142857,1.67
D10422,69,9,4,30,2,1,0,7,0,0,6,6,-0.515625,46.06956522,8.477225575,7.034153145,31.70521739,28.17971014,23.97507246
D10424,56,0,0,9,1,6,0,4,0,0,6,7,-0.441266026,62.37357143,8.477225575,3.725343518,22.63446429,23.11428571,18.47142857
D10425,40,28,1,26,5,3,0,1,0,0,3,4,-0.125,166.235,3,1.6870521,13.171,16,0.01
D10426,12,0,1,2,2,0,0,0,0,0,0,0,0,117.105,8.477225575,-1.11684525,-1.6925,8.133333333,-0.093333333
D10429,18,0,1,2,0,1,1,0,0,0,1,0,0.375,103.965,3,1.828303167,3.008333333,7.2,3.23
D10430,15,0,0,4,1,0,2,0,1,-0.375,3,0,0.2,107.01,8.477225575,2.610194133,2.398,8.666666667,2.06
D10436,61,0,0,7,2,4,3,1,0,0,8,6,-1.628571429,60.32,10.74596669,1.450102623,23.27721311,25.71147541,20
D10437,22,1,0,2,0,2,1,0,2,-0.125,0,3,-1.5625,65.29590909,12.48683298,6.373723636,8.41,14.25454545,9.617272727
D10439,17,0,4,2,0,1,0,0,1,-0.375,1,0,0.25,109.9564706,8.477225575,-0.9393,0.368823529,9.152941176,2.145882353
D10443,10,0,0,3,1,0,0,0,0,0,1,0,0.291666667,129.005,3,-2.8839343,-3.713,4,-2.25
D10444,12,0,0,6,0,1,0,0,2,0.0625,1,0,0.0625,145.305,3,-4.05677075,-4.0475,4.8,-4.026666667
D10446,61,1,3,8,3,6,2,2,1,-0.375,8,4,1.005208333,53.38557377,10.74596669,4.438223623,25.67081967,25.71147541,20.96721311
D10449,7,0,1,4,0,0,0,0,1,-0.375,1,1,-0.0625,151.3871429,3,-3.227984,-4.472857143,2.8,-6.117142857
D10450,23,6,0,8,0,0,1,0,1,-0.375,1,0,0.1875,124.6378261,3,4.387030957,7.27173913,9.2,1.588695652
D10458,39,0,12,10,1,3,0,0,0,0,4,3,0.411858974,73.97307692,8.477225575,1.532397026,12.56230769,16.62564103,12.63025641
D10464,40,4,2,10,0,1,0,2,1,-0.375,8,3,1.583333333,81.635,10.74596669,4.185988775,15.17275,18,11.81
D10466,51,0,2,12,5,3,0,3,0,0,3,3,-0.416666667,78.76411765,3,1.719771039,18.56941176,20.4,14.94313725
D10467,32,0,0,9,2,0,2,0,0,0,2,1,0.097222222,76.53625,10.74596669,5.32403475,12.2325,15.3,10.53375
D10468,38,1,0,24,1,0,1,2,1,-0.375,2,3,-0.8125,50.27026316,13.95445115,12.51037253,20.87210526,19.41052632,15.68789474
D10469,21,3,1,6,3,0,1,0,1,-0.375,1,0,0.046875,117.0342857,3,0.429830905,3.2,8.4,2.152380952
D10470,7,2,1,3,0,0,0,0,0,0,1,0,0,163.4728571,3,-4.907941429,-5.818571429,2.8,-7.802857143
D10472,76,0,0,18,3,3,5,0,0,0,10,4,0.161458333,39.52921053,3,4.312001724,32.99302632,30.4,26.62631579
D10477,39,13,1,17,1,3,1,2,0,0,4,3,-0.725,113.0192308,3,2.436989487,13.28692308,15.6,7.184102564
D10478,13,7,0,8,0,0,0,2,1,-0.375,0,2,-0.375,174.1169231,3,3.181174231,2.098461538,5.2,-7.796923077
D10479,73,1,2,13,6,5,3,7,1,0.4375,9,2,0.022458333,48.14,10.74596669,2.480540548,30.03876712,30.29589041,24.68
D10480,59,3,0,30,5,4,1,6,0,0,4,5,-1.42025,69.51949153,3,2.433513085,23.07813559,23.6,18.22
D10481,60,2,1,11,2,5,0,4,0,0,2,4,0.052083333,61.335,8.477225575,1.5416227,22.857,24.66666667,19.61
D10482,6,2,0,3,0,0,0,2,0,0,1,1,-0.125,144.345,8.477225575,-0.152538833,-1.945,9.066666667,-5.383333333
D10483,24,0,1,5,0,2,2,4,0,0,3,3,-0.34375,108.45,3,-0.619023292,3.71875,9.6,4.095
D10488,5,1,0,2,0,0,0,0,0,0,0,0,0,151,8.477225575,-4.078707,-4.8,10,-6.56
D10490,34,1,1,5,3,0,2,2,0,0,2,3,0.15625,92.70147059,3,1.833218853,10.39264706,13.6,8.775882353
D10491,23,0,0,7,0,1,1,1,0,0,1,0,0.0625,91.53347826,3,1.830574,5.223913043,9.2,6.206086957
D10492,25,9,1,12,1,1,1,2,0,0,3,0,0.125,137.468,3,0.18486972,4.8232,10,0.296
D10495,36,1,2,14,0,2,2,1,0,0,1,2,-0.25,66.895,10.74596669,6.243414333,14.88666667,16.62222222,12.87222222
D10496,12,0,0,3,0,0,0,0,1,-0.375,0,1,-0.416666667,117.105,3,3.783030583,2.2325,4.8,-0.093333333
D10497,7,0,3,3,0,0,0,0,0,0,1,0,0.125,127.2157143,3,3.491845714,0.91,2.8,-2.745714286
D10500,47,3,6,11,0,3,0,1,0,0,5,0,1.310416667,83.53,3,1.959851681,16.8012766,18.8,13.28468085
D10501,12,0,5,2,0,1,0,0,1,-0.375,0,1,-0.125,110.055,8.477225575,0.843105083,-0.1225,8.133333333,0.89
D10505,25,1,1,5,1,1,0,3,2,0.0625,2,4,-0.433333333,107.012,3,-0.05032432,4.6348,10,4.544
D10508,16,7,1,6,0,3,0,1,0,0,1,0,0.125,169.445,3,-1.847909437,-0.771875,6.4,-6.4
D10511,27,1,0,10,0,3,0,3,0,0,1,3,-0.317307692,85.43,8.477225575,2.702874148,7.77,12.28148148,8.051111111
D10513,45,0,3,8,2,2,3,2,1,-0.375,6,2,0.109375,63.4,10.74596669,4.055847711,17.50266667,19.77777778,15.59555556
D10516,15,0,4,4,1,0,0,0,0,0,0,0,0,112.65,3,1.042233867,1.142,6,1.273333333
D10517,11,0,0,2,2,0,0,0,1,-0.375,1,0,0,134.1427273,3,-6.196322818,-6.081818182,4.4,-2.718181818
D10520,14,0,0,4,1,0,0,0,1,-0.375,0,1,-0.25,126.1535714,3,-1.534596214,-1.309285714,5.6,-0.858571429
D10523,6,0,2,1,0,0,0,0,1,0.4375,0,1,-0.125,144.345,3,-3.092464333,-4.3,2.4,-5.383333333
D10525,17,11,2,13,0,0,0,0,0,0,2,2,0,179.6270588,3,3.557056647,3.970588235,6.8,-7.571764706
D10526,34,0,3,6,2,1,0,2,0,0,2,0,0.479166667,90.21323529,3,2.697902824,11.08529412,13.6,9.122941176
D10534,10,0,1,2,0,1,0,0,1,-0.375,2,0,0.5,103.625,8.477225575,-0.5319939,-1.829,8,1.29
D10537,16,0,1,4,1,0,0,0,0,0,0,1,-0.125,105.995,3,1.45950675,1.8775,6.4,2.45
D10538,36,1,2,8,1,1,2,1,0,0,1,1,0,78.645,3,3.303488833,12.53166667,14.4,11.23333333
D10544,36,1,1,6,1,2,0,2,0,0,2,2,0.114583333,83.345,8.477225575,1.3435385,10.96166667,15.51111111,10.57777778
D10545,17,0,0,3,1,1,0,1,0,0,2,0,0.109375,109.9564706,3,-0.593426412,0.645882353,6.8,2.145882353
D10546,17,0,1,2,1,1,0,0,0,0,2,1,-0.328125,114.9329412,3,-0.593426412,0.645882353,6.8,1.451764706
D10547,18,0,0,7,0,1,0,0,0,0,1,1,-0.075,80.465,10.74596669,5.094887056,5.625,11.64444444,6.507777778
D10549,31,0,1,4,1,1,1,0,1,-0.375,3,1,0.118990385,90.77,8.477225575,1.832683677,8.959677419,13.69032258,8.3
D10550,27,0,1,4,2,3,0,2,1,-0.375,0,2,-0.375,91.69666667,3,3.138418667,8.118888889,10.8,7.177037037
D10553,48,0,3,11,2,1,1,2,1,-0.375,6,1,0.9375,80.565,8.477225575,1.834831812,17.190625,20.03333333,13.94666667
D10555,41,1,0,8,4,2,2,0,0,0,4,0,1.59375,74.4297561,8.477225575,2.838040024,14.57853659,17.37560976,13.06341463
D10557,25,0,2,9,1,0,0,1,1,-0.375,3,0,0.1875,79.94,12.48683298,3.94797436,7.8376,14.8,8.32
D10558,32,4,3,12,1,0,2,0,0,0,4,3,0.008333333,105.6175,3,2.935345281,10.3190625,12.8,6.4775
D10564,75,5,2,20,3,9,1,4,1,-0.375,4,4,-0.1125,46.11,10.74596669,3.0122122,31.456,31.06666667,25.46
D10565,18,0,1,4,1,2,1,0,1,-0.375,4,1,1.2125,80.465,10.74596669,2.154961556,3.27,11.64444444,6.507777778
D10566,18,0,1,7,1,1,0,1,0,0,0,3,-1,127.465,3,-0.784963944,0.915,7.2,-0.047777778
D10568,7,0,0,2,0,1,0,1,0,0,0,0,0,115.13,8.477225575,-2.388005286,-3.8,8.514285714,-1.06
D10570,22,2,1,7,1,1,1,1,0,0,2,3,-0.28125,57.605,15.24744871,7.977319364,9.694545455,17.89090909,10.69
D10573,10,0,1,0,0,0,0,2,0,0,0,1,-0.25,145.925,3,-4.6478896,-5.126,4,-4.61
D10575,24,1,4,10,0,1,1,0,0,0,3,1,0.130208333,111.975,3,-0.3740295,3.915,9.6,3.603333333
D10578,22,0,1,8,0,1,0,0,0,0,1,0,0.125,96.05954545,8.477225575,3.968330045,6.483181818,10.61818182,5.326363636
D10581,76,2,1,23,5,1,2,2,0,0,5,3,0.15625,35.07657895,8.477225575,4.079902342,32.80710526,30.92631579,27.24736842
D10583,18,3,2,8,1,2,0,1,0,0,0,2,-0.5,132.165,3,2.481619944,3.531666667,7.2,-0.703333333
D10585,35,1,0,13,2,0,0,0,0,0,1,0,0.125,84.29285714,12.48683298,0.153419429,9.527142857,17.42857143,10.19714286
D10588,23,2,0,6,2,2,0,2,2,0.166666667,1,5,-0.535714286,113.6030435,3,-0.214591565,3.585652174,9.2,3.127826087
D10589,31,3,4,16,0,0,0,0,0,0,1,0,0.375,71.66677419,13.95445115,2.970719355,9.871290323,17.56129032,10.96451613
D10590,7,0,0,3,0,0,0,0,0,0,0,0,0,163.4728571,3,0.971909571,-1.108571429,2.8,-7.802857143
D10595,11,2,0,1,0,0,0,0,3,-0.125,2,2,0.84375,141.8336364,3,-4.592727091,-4.797272727,4.4,-3.790909091
D10598,21,2,3,3,1,3,0,0,2,-0.9,2,3,-0.21875,104.9485714,8.477225575,2.669774143,4.994285714,10.3047619,3.838095238
D10600,4,1,0,1,0,0,0,0,2,-0.75,0,1,-0.125,202.775,3,-15.84781025,-13.5425,1.6,-14.03
D10607,21,1,0,4,2,1,0,0,0,0,3,3,0.063541667,113.0057143,3,1.829795429,4.321428571,8.4,2.714285714
D10611,22,1,1,6,1,0,0,0,1,0.25,0,2,-0.3125,76.83227273,12.48683298,3.701064091,6.269090909,14.25454545,8.008181818
D10612,6,0,0,3,0,0,0,0,0,0,0,0,0,102.045,8.477225575,0.827436333,-1.16,9.066666667,0.516666667
D10613,10,2,0,6,0,0,0,0,0,0,0,0,0,129.005,10.74596669,-1.7079641,-2.771,12,-2.25
D10620,12,1,5,4,0,1,0,0,1,-0.525,1,1,-0.125,124.155,3,-5.5267335,-5.225,4.8,-1.076666667
D10626,10,0,2,2,0,2,0,1,0,0,1,0,0.125,95.165,8.477225575,-1.119979,-2.3,8,2.47
D10632,9,0,2,1,0,2,0,0,0,0,0,0,0,122.5,3,-1.448726556,-2.8,3.6,-1.591111111
D10635,18,0,0,3,0,3,0,1,0,0,4,0,0.6875,113.365,8.477225575,-1.438280722,0.391666667,9.422222222,1.918888889
D10638,7,0,1,1,1,0,0,0,0,0,1,0,0,139.3014286,3,-4.907941429,-5.818571429,2.8,-4.431428571
D10642,40,3,4,9,2,1,1,2,3,-0.925,5,1,1.059083333,71.06,13.95445115,3.15701485,14.3485,20,13.285
D10650,9,0,4,3,1,0,0,0,0,0,1,1,-0.125,131.9,8.477225575,-2.102043333,-3.323333333,8.044444444,-2.902222222
D10653,30,5,0,10,3,2,1,2,0,0,4,1,1.354166667,117.165,3,2.616461633,9.113,12,4.37
D10661,36,0,2,3,4,4,3,3,0,0,2,3,-0.2875,90.395,3,0.200234139,10.04583333,14.4,9.594444444
D10662,16,0,2,2,1,1,1,0,0,0,1,0,0.1875,121.8575,3,-2.215400125,-1.06625,6.4,0.2375
D10663,20,1,0,2,1,0,1,0,1,-0.375,1,2,-0.78125,114.625,3,2.7113254,4.584,8,2.24
D10665,15,1,1,6,1,2,0,1,1,0.25,0,1,-0.125,101.37,8.477225575,0.6502438,0.828,8.666666667,2.846666667
D10666,21,3,2,8,1,1,0,0,0,0,2,1,-0.0625,104.9485714,8.477225575,4.069738667,6.115714286,10.3047619,3.838095238
D10668,13,6,2,6,1,0,0,0,1,-0.375,0,2,-0.375,174.1169231,3,-4.055565462,-3.698461538,5.2,-7.796923077
D10674,10,1,1,2,0,1,0,0,1,-0.375,1,1,0,137.465,3,-4.6478896,-5.126,4,-3.43
D10682,11,0,2,4,0,2,0,1,0,0,1,1,0,118.7609091,8.477225575,0.752592,-0.515454545,8.036363636,-0.572727273
D10688,24,14,3,13,1,4,0,0,2,0.225,5,1,1.28125,150.75,8.477225575,2.565896,6.27,11.26666667,-1.805
D10692,25,1,1,3,2,2,0,0,1,-0.525,0,0,0,93.476,3,-0.75590644,4.0696,10,6.432
D10695,10,1,1,3,0,1,0,0,1,-0.525,0,1,-0.1875,120.545,3,-1.119979,-2.3,4,-1.07
D10699,10,0,0,3,0,2,0,0,0,0,2,0,0.416666667,86.705,8.477225575,4.1718869,1.939,8,3.65
D10705,12,1,1,2,1,0,0,0,1,0.25,1,1,0,131.205,3,2.803055417,1.4475,4.8,-2.06
D10706,22,1,0,5,1,1,0,0,0,0,2,1,0.758928571,76.83227273,12.48683298,3.968330045,6.483181818,14.25454545,8.008181818
D10708,13,1,0,3,2,0,0,0,1,-0.375,1,1,0,135.0707692,3,-4.507861692,-4.060769231,5.2,-2.350769231
D10709,11,1,1,5,0,0,0,0,1,-0.525,0,0,0,95.68818182,8.477225575,0.752592,-0.515454545,8.036363636,2.645454545
D10711,16,0,2,9,0,0,0,1,0,0,0,0,0,68.9825,12.48683298,5.134413625,4.82125,13.9,7.6125
D10713,37,2,1,12,3,0,0,0,0,0,0,0,0,50.3827027,15.24744871,4.217390622,13.74594595,20.20540541,15.42378378
D10715,10,1,1,3,0,0,0,0,0,0,1,0,0.125,120.545,3,2.9959167,0.997,4,-1.07
D10717,13,1,1,2,0,0,0,0,1,-0.525,2,1,0.875,122.0553846,3,-0.889491846,-1.162307692,5.2,-0.535384615
D10729,10,1,0,2,1,0,1,0,0,0,2,0,0.4375,103.625,10.74596669,6.5238273,3.823,12,1.29
D10730,15,1,1,4,0,1,0,0,1,-0.375,1,1,0.21875,135.21,3,-3.661646933,-2.626,6,-1.873333333
D10731,10,1,2,2,1,1,0,1,0,0,0,1,-0.125,145.925,3,-5.8238598,-6.068,4,-4.61
D10737,13,1,0,5,1,1,0,1,0,0,0,2,-0.25,122.0553846,8.477225575,0.015100615,-0.437692308,8.276923077,-0.535384615
D10741,6,0,0,2,0,0,0,0,0,0,0,0,0,130.245,8.477225575,1.8074115,-0.375,9.066666667,-3.416666667
D10743,56,1,6,27,2,0,0,0,0,0,7,4,0.651785714,65.395,8.477225575,3.095359482,22.12982143,23.11428571,18.05
D10744,12,0,1,0,1,0,0,0,0,0,1,2,-0.041666667,117.105,3,0.843105083,-0.1225,4.8,-0.093333333
D10745,18,2,1,11,0,0,0,0,0,0,1,0,0.375,71.065,8.477225575,8.034812556,7.98,9.422222222,7.818888889
D10747,16,2,0,3,1,0,0,0,0,0,2,2,0.046875,132.4325,3,-4.052853562,-2.538125,6.4,-1.2375
D10749,7,0,0,1,0,0,1,0,1,0.4375,1,0,0.25,139.3014286,3,-4.907941429,-5.818571429,2.8,-4.431428571
D10758,34,3,2,5,2,2,3,0,3,-0.575,4,3,0.65,82.74852941,10.74596669,2.697902824,11.08529412,15.95294118,10.16411765
D10762,28,2,3,4,2,2,0,0,2,-0.75,4,3,0.3125,105.9007143,8.477225575,1.622039143,7.372857143,12.62857143,5.444285714
D10763,27,1,2,4,2,1,1,0,0,0,3,2,0.125,82.29666667,8.477225575,3.356190926,8.293333333,12.28148148,8.488148148
D10765,17,2,2,8,1,0,0,0,0,0,2,2,0.422619048,119.9094118,3,0.444194353,1.477058824,6.8,0.757647059
D10766,21,1,4,5,0,2,0,0,0,0,3,3,0.083333333,64.66285714,3,4.349731571,6.34,8.4,9.457142857
D10769,7,2,0,4,0,0,0,0,2,0.5,0,2,-0.25,175.5585714,3,-9.107835,-9.182857143,2.8,-9.488571429
D10774,14,1,2,2,0,1,0,0,1,-0.525,0,0,0,120.1107143,8.477225575,-3.214553643,-2.655,8.457142857,-0.015714286
D10775,25,1,2,3,2,2,0,1,0,0,5,1,1.015625,96.86,3,-0.05032432,4.6348,10,5.96
D10780,41,2,7,7,3,2,0,6,0,0,4,7,0.073464912,82.68341463,3,3.268273024,14.92317073,16.4,11.91219512
D10781,8,1,1,4,0,0,0,0,1,-0.375,1,1,-0.125,135.265,3,-4.064605125,-5.06625,3.2,-3.62
D10783,6,1,0,1,0,1,0,0,2,-0.75,0,1,-0.125,172.545,3,-9.9522905,-9.795,2.4,-9.316666667
D10785,7,1,1,3,0,0,0,0,0,0,0,1,-0.125,175.5585714,3,-9.107835,-9.182857143,2.8,-9.488571429
D10787,6,1,0,3,0,0,0,0,1,0.25,0,1,-0.125,172.545,3,-7.992340167,-8.225,2.4,-9.316666667
D10791,8,2,2,3,0,0,0,0,1,-0.375,0,1,-0.125,156.415,3,-3.32962375,-4.4775,3.2,-6.57
D10809,10,0,1,1,1,1,0,0,0,0,1,0,0.15,145.925,3,-6.99983,-7.01,4,-4.61
D10814,20,1,2,2,0,2,0,0,1,-0.475,1,1,-0.020833333,89.245,13.95445115,13.2950572,13.062,16,5.78
D10817,13,2,0,3,0,0,0,0,1,-0.475,0,0,0,161.1015385,3,3.633470462,2.460769231,5.2,-5.981538462
D10824,18,0,0,1,2,2,0,0,1,-0.375,5,0,0.892857143,113.365,8.477225575,0.848328,2.223333333,9.422222222,1.918888889
D10825,19,1,0,3,2,1,0,0,0,0,2,2,0.333333333,120.7605263,8.477225575,-1.265805474,0.960526316,9.705263158,1.135789474
D10831,7,0,0,0,1,0,0,0,2,-0.75,0,0,0,139.3014286,3,-5.747920143,-6.491428571,2.8,-4.431428571
D10832,6,0,0,1,1,1,0,0,2,-0.75,1,0,0.4,158.445,3,-8.972315333,-9.01,2.4,-7.35
D10834,10,3,0,7,1,0,0,0,0,0,1,0,0.59375,171.305,3,-0.5319939,-1.829,4,-8.15
D10839,23,1,0,17,2,2,0,0,1,-0.475,2,2,0.5625,106.2465217,8.477225575,5.665259435,8.295652174,10.93913043,4.153913043
D10840,33,2,2,8,3,3,1,1,0,0,2,4,-1.1875,78.48545455,12.48683298,2.189405879,10.19909091,16.83636364,10.51030303
D10842,14,1,2,5,1,1,1,0,1,0.25,0,3,-0.75,126.1535714,8.477225575,-0.6946175,-0.636428571,8.457142857,-0.858571429
D10844,20,1,0,4,3,0,0,0,1,-0.375,3,1,0.929166667,110.395,3,0.359385,2.7,8,2.83
D10845,19,1,2,4,3,2,0,0,0,0,4,1,0.818452381,120.7605263,3,-2.194203,0.216842105,7.6,1.135789474
D10847,8,0,0,1,1,1,1,0,0,0,0,0,0,135.265,3,-4.7995865,-5.655,3.2,-3.62
D10849,10,0,1,1,1,1,1,0,0,0,0,0,0,137.465,3,-1.7079641,-2.771,4,-3.43
D10851,29,5,2,6,2,1,0,0,3,-0.0625,4,1,0.086309524,121.9724138,8.477225575,3.048786276,8.986551724,12.97931034,3.451034483
D10853,15,1,0,1,1,1,1,0,1,-0.375,1,2,-0.203125,118.29,3,-1.309706533,-0.742,6,0.486666667
D10855,16,2,4,5,2,0,0,0,0,0,1,0,0.59375,153.5825,3,-4.052853562,-2.538125,6.4,-4.1875
D10858,14,2,1,4,2,1,0,0,2,-0.125,0,4,-0.625,132.1964286,3,-1.954585571,-1.645714286,5.6,-1.701428571
D10863,20,2,0,6,1,2,0,0,2,-0.75,4,3,0.2375,106.165,8.477225575,3.8872956,5.526,10,3.42
D10864,35,1,2,5,2,4,1,1,1,-0.375,5,1,0.019230769,84.29285714,8.477225575,4.857300229,13.29514286,15.14285714,10.19714286
D10888,14,0,0,2,0,0,0,0,0,0,4,0,1.16374269,95.93928571,8.477225575,2.245308,1.718571429,8.457142857,3.355714286
D10899,15,2,1,3,0,2,0,0,1,-0.525,1,1,-0.328125,129.57,3,-1.7016966,-1.056,6,-1.086666667
D10910,28,1,0,16,0,0,0,0,0,0,2,2,0.214285714,90.79357143,3,3.092001893,8.550357143,11.2,7.551428571
D10919,29,0,1,7,4,4,0,0,0,0,2,1,0.58125,92.8,3,2.035018862,8.174482759,11.6,7.52
D10927,7,1,2,1,0,0,0,0,0,0,0,3,-0.625,151.3871429,3,-3.227984,-4.472857143,2.8,-6.117142857
D10935,19,0,0,1,3,3,0,0,1,-0.475,0,2,-0.208333333,98.49736842,8.477225575,0.281523737,2.2,9.705263158,4.241052632
D10939,19,1,1,5,2,3,0,0,0,0,2,0,0.519230769,111.8552632,8.477225575,0.900455421,2.695789474,9.705263158,2.377894737
D10941,19,1,0,7,1,1,1,0,0,0,1,2,-0.4375,80.68684211,8.477225575,6.161374737,6.91,9.705263158,6.725263158
D10943,28,1,1,4,2,1,0,0,1,-0.525,4,1,-0.208333333,87.77214286,8.477225575,3.931980607,9.223214286,12.62857143,7.972857143
D10949,11,1,0,4,0,0,0,0,0,0,1,2,-0.3125,141.8336364,3,-4.058195182,-4.369090909,4.4,-3.790909091
D10951,11,2,2,4,0,0,1,0,1,-0.375,0,1,-0.125,134.1427273,3,-2.454599455,-3.084545455,4.4,-2.718181818
D10955,24,2,1,4,2,2,1,0,1,-0.375,4,1,1.3125,101.4,10.74596669,1.340927042,5.28875,12.93333333,5.078333333
D10956,16,2,1,2,1,0,0,0,2,-0.55,2,0,0.4375,132.4325,3,-2.582890812,-1.360625,6.4,-1.2375
D10961,13,1,0,4,0,0,0,0,0,0,3,1,0.546875,115.5476923,8.477225575,0.919693077,0.286923077,8.276923077,0.372307692
D10963,8,1,1,2,0,0,0,0,1,-0.525,3,0,0.8125,92.965,8.477225575,6.9601155,3.765,8.2,2.28
D10971,10,0,1,2,0,1,0,0,0,0,0,0,0,129.005,3,-4.0599045,-4.655,4,-2.25
D10984,25,0,1,12,0,0,0,0,0,0,2,0,0.75,52.868,17.49137675,9.59263132,12.3592,21.2,12.096
D10986,18,1,1,8,0,0,0,0,1,0.25,1,1,0.25,80.465,10.74596669,3.7882535,4.578333333,11.64444444,6.507777778
D10987,9,1,2,1,0,2,0,1,0,0,1,0,0.125,150.7,3,-7.328577556,-7.51,3.6,-5.524444444
D10994,20,1,0,2,1,0,4,1,0,0,2,0,0.333333333,123.085,3,-0.8165852,1.758,8,1.06
D11001,21,1,2,3,0,3,2,0,0,0,3,0,0.25,108.9771429,3,1.829795429,4.321428571,8.4,3.276190476
D11004,28,1,1,2,2,4,1,0,1,-0.525,4,3,0.081730769,84.75071429,8.477225575,3.721985929,9.055,12.62857143,8.394285714
D11013,19,1,0,4,2,1,0,0,1,-0.525,1,1,0.125,116.3078947,3,-2.194203,0.216842105,7.6,1.756842105
D11019,28,1,0,1,0,1,1,0,0,0,2,1,1.116666667,99.85785714,8.477225575,7.501890143,12.08285714,12.62857143,6.287142857
D11020,9,2,1,4,0,0,0,0,2,0.225,0,1,-0.125,150.7,3,-4.061993667,-4.893333333,3.6,-5.524444444
D11050,9,1,0,4,0,0,0,0,1,0.25,1,2,-0.3125,141.3,3,-3.408676889,-4.37,3.6,-4.213333333
D11051,9,1,0,4,0,0,0,0,0,0,0,1,-0.125,141.3,3,-4.061993667,-4.893333333,3.6,-4.213333333
D11058,9,0,1,2,0,1,0,0,0,0,0,1,-0.125,113.1,8.477225575,1.817857333,-0.183333333,8.044444444,-0.28
D11061,17,1,3,2,1,1,0,0,0,0,1,2,-0.1875,100.0035294,8.477225575,0.790067941,1.754117647,9.152941176,3.534117647
D11062,10,0,3,1,0,1,0,0,0,0,0,0,0,129.005,3,-0.5319939,-1.829,4,-2.25
D11063,15,0,1,3,1,1,1,0,0,0,2,0,0.885416667,101.37,3,3.0021842,2.712,6,2.846666667
D11068,16,1,1,2,1,1,0,0,0,0,1,1,0,127.145,3,-0.377946687,0.405625,6.4,-0.5
D11071,21,1,1,3,0,2,0,0,0,0,6,0,1.769444444,108.9771429,3,1.829795429,4.321428571,8.4,3.276190476
D11084,26,0,1,3,0,1,0,0,1,-0.475,1,0,0.1875,108.8603846,3,10.65129377,13.67076923,10.4,4.534615385
D11093,11,1,1,2,0,1,0,0,1,0.25,0,2,-0.375,95.68818182,8.477225575,6.097911091,3.766363636,8.036363636,2.645454545
D11094,11,2,1,2,1,1,0,0,1,-0.525,1,0,0.125,118.7609091,10.74596669,1.287123909,-0.087272727,11.67272727,-0.572727273
D11099,14,1,1,4,1,2,1,0,1,-0.525,1,1,-0.652644231,108.025,8.477225575,3.505276071,2.727857143,8.457142857,1.67
