Doc,Length,Uppercase(num),Exclamation/Question(num),SpellMiss(num),FirstPronouns(num),SecondPronouns(num),ThirdPronouns(num),BadWord(num),Emot(num),EmotMean(score),SentiPos(num),SentiNeg(num),Senti(score),FRE,SMOG,CLI,ARI,FOG,FKGL
D2756,15,1,1,9,0,0,0,0,0,0,1,0,0.5625,107.01,8.477225575,4.570144467,3.968,8.666666667,2.06
D2757,8,1,0,3,0,0,0,0,0,0,1,1,-0.125,156.415,3,-4.7995865,-5.655,3.2,-6.57
D2760,25,1,1,3,1,2,2,0,0,0,4,2,0.546875,86.708,10.74596669,3.71278032,7.6492,13.2,7.376
D2761,16,2,1,5,0,1,0,0,0,0,2,0,0.375,132.4325,3,0.357034688,0.994375,6.4,-1.2375
D2762,11,0,0,6,1,0,0,1,0,0,1,1,-0.0625,134.1427273,3,0.218060091,-0.943636364,4.4,-2.718181818
D2765,17,0,1,4,1,0,0,0,0,0,1,1,0.083333333,80.09764706,3,3.902930235,4.247647059,6.8,6.310588235
D2769,14,0,1,2,0,2,0,0,0,0,2,0,0.291666667,126.1535714,3,-0.6946175,-0.636428571,5.6,-0.858571429
D2771,19,0,2,8,0,1,0,0,0,0,0,3,-0.75,98.49736842,3,3.066716316,4.431052632,7.6,4.241052632
D2777,13,3,28,7,0,1,0,0,0,0,0,0,0,148.0861538,3,3.181174231,2.098461538,5.2,-4.166153846
D2779,10,0,1,3,0,1,0,0,1,0.4375,0,0,0,120.545,3,-1.119979,-2.3,4,-1.07
D2783,10,0,1,4,1,0,0,0,0,0,0,0,0,129.005,3,-2.2959492,-3.242,4,-2.25
D2789,11,0,2,2,0,1,0,0,0,0,0,0,0,126.4518182,3,-3.523663273,-3.940909091,4.4,-1.645454545
D2790,49,1,8,8,4,6,1,4,0,0,5,9,-2.616071429,65.59387755,12.48683298,2.914884388,18.54571429,22.04897959,16.28326531
D2792,16,0,2,6,1,1,0,0,0,0,2,3,-0.28125,121.8575,3,-0.377946687,0.405625,6.4,0.2375
D2793,18,0,1,4,2,1,0,0,0,0,2,1,0.28125,103.965,3,0.848328,2.223333333,7.2,3.23
D2795,30,2,1,8,0,3,0,0,0,0,4,1,-0.125,97.425,8.477225575,0.852506333,7.7,13.33333333,7.123333333
D2796,28,1,2,6,2,2,1,0,0,0,3,1,0.270833333,102.8792857,3,1.202049786,7.036428571,11.2,5.865714286
D2798,41,7,129,11,2,2,1,1,0,0,2,4,-0.625,101.2541463,3,2.551218024,14.34878049,16.4,9.32195122
D2801,23,8,5,15,1,1,1,0,0,0,1,0,0.03125,143.0291304,3,3.875739565,6.862173913,9.2,-0.976521739
D2804,13,0,0,4,0,2,0,0,0,0,1,0,0,109.04,3,0.015100615,-0.437692308,5.2,1.28
D2806,20,2,0,6,1,4,0,0,0,0,3,0,0.25,123.085,8.477225575,-2.28654795,0.5805,10,1.06
D2808,20,8,6,12,0,1,1,2,0,0,3,2,-0.553571429,148.465,3,1.82934775,3.8775,8,-2.48
D2810,26,0,7,4,0,3,1,2,0,0,6,3,0.71875,89.33730769,3,2.057665385,6.786923077,10.4,7.257692308
D2811,16,0,1,5,1,3,0,0,0,0,3,0,0.541666667,116.57,3,0.724525375,1.28875,6.4,0.975
D2813,10,0,0,2,0,1,0,1,0,0,1,1,0.25,112.085,3,0.6439763,-0.887,4,0.11
D2815,7,2,2,3,0,0,0,1,0,0,2,0,0.40625,175.5585714,3,-5.747920143,-6.491428571,2.8,-9.488571429
D2816,16,0,5,4,0,0,0,0,0,0,0,0,0,164.1575,8.477225575,-7.36026975,-5.1875,8.9,-5.6625
D2823,14,0,2,5,0,0,1,0,0,0,0,0,0,162.4107143,3,-6.994457857,-5.682857143,5.6,-5.915714286
D2825,24,0,4,5,0,0,0,2,0,0,0,1,-0.125,143.7,3,-5.518899125,-0.20625,9.6,-0.821666667
D2827,55,1,12,21,2,0,0,1,0,0,2,1,0.584083333,114.0936364,3,-1.158048327,18.23036364,22,11.00909091
D2832,34,1,3,18,0,0,1,0,0,0,1,0,0.125,135.0014706,8.477225575,-3.181948176,6.375294118,14.77647059,2.875882353
D2840,12,0,2,4,0,0,0,0,0,0,0,1,-0.125,131.205,3,0.3531175,-0.515,4.8,-2.06
D2841,94,50,18,45,2,0,1,3,0,0,2,15,-2.708333333,88.025,3,-1.603589617,37.19468085,37.6,24.33382979
D2845,30,0,3,7,3,0,0,2,0,0,3,2,-0.3625,83.325,8.477225575,2.4204666,8.956,13.33333333,9.09
D2846,12,0,1,2,1,1,0,2,0,0,0,2,-0.375,117.105,3,0.843105083,-0.1225,4.8,-0.093333333
D2850,11,0,2,4,0,0,0,0,0,0,0,0,0,134.1427273,3,0.752592,-0.515454545,4.4,-2.718181818
D2856,6,0,0,2,0,0,0,0,0,0,0,0,0,144.345,3,-4.0724395,-5.085,2.4,-5.383333333
D2861,29,0,3,14,0,1,2,0,0,0,0,0,0,101.5517241,3,1.832265379,8.012068966,11.6,6.299310345
D2865,21,0,1,3,0,0,0,2,0,0,1,1,0.1875,108.9771429,3,-0.690140714,2.302857143,8.4,3.276190476
D2868,19,0,1,12,0,1,0,1,0,0,2,2,-0.1875,98.49736842,10.74596669,4.614045526,5.670526316,11.81052632,4.241052632
D2869,13,1,0,5,0,0,0,1,0,0,0,0,0,161.1015385,3,-5.864750385,-5.147692308,5.2,-5.981538462
D2871,17,0,1,7,0,0,0,0,0,0,1,0,0.625,90.05058824,3,3.557056647,3.970588235,6.8,4.922352941
D2877,12,3,4,4,0,0,0,1,0,0,0,1,-0.5,180.555,3,-6.99669625,-6.4025,4.8,-8.943333333
D2878,13,1,1,4,0,0,1,1,0,0,1,1,-0.078125,148.0861538,3,-4.055565462,-3.698461538,5.2,-4.166153846
D2879,14,1,3,4,0,0,1,0,0,0,1,0,0.046875,168.4535714,3,-6.5744685,-5.346428571,5.6,-6.758571429
D2881,10,0,4,3,0,0,0,0,0,0,1,0,0.041666667,120.545,3,-2.8839343,-3.713,4,-1.07
D2882,16,0,0,5,0,1,0,0,0,0,1,2,-0.453125,95.42,3,6.971867062,6.293125,6.4,3.925
D2883,16,1,1,7,0,0,1,0,0,0,0,0,0,100.7075,3,3.296960188,3.349375,6.4,3.1875
D2885,7,0,1,2,0,0,0,0,0,0,0,0,0,151.3871429,3,-7.427877571,-7.837142857,2.8,-6.117142857
D2888,15,0,0,4,1,0,0,0,0,0,1,0,0.046875,112.65,3,1.434223933,1.456,6,1.273333333
D2893,8,0,3,1,0,0,0,0,1,-0.475,0,0,0,166.99,3,-1.124679625,-2.71125,3.2,-8.045
D2895,19,0,0,5,2,0,0,0,0,0,1,1,0.0625,107.4026316,3,1.828852947,3.439473684,7.6,2.998947368
D2897,44,11,7,21,2,0,0,0,0,0,1,2,-0.328125,141.025,3,-2.8426785,11.48863636,17.6,4.52
D2898,13,0,0,4,1,0,1,0,0,0,0,1,-0.3125,122.0553846,3,-0.889491846,-1.162307692,5.2,-0.535384615
D2899,19,9,5,11,1,0,0,1,0,0,1,1,-0.092125,169.7394737,3,-0.027942105,1.952105263,7.6,-5.695789474
D2909,13,0,0,3,1,0,0,1,0,0,0,2,-0.625,128.5630769,3,-3.150973,-2.973846154,5.2,-1.443076923
D2912,16,6,0,8,2,0,0,1,0,0,1,0,0.083333333,158.87,3,-1.112928062,-0.183125,6.4,-4.925
D2913,9,0,0,4,0,0,0,0,0,0,0,0,0,122.5,8.477225575,-1.448726556,-2.8,8.044444444,-1.591111111
D2914,9,0,0,3,0,0,0,0,0,0,0,0,0,141.3,3,-4.061993667,-4.893333333,3.6,-4.213333333
D2916,19,0,4,5,0,2,0,0,0,0,3,0,0.71875,76.23421053,10.74596669,6.161374737,6.91,11.81052632,7.346315789
D2917,17,0,0,7,0,0,0,1,0,0,0,0,0,100.0035294,10.74596669,1.827688706,2.585294118,11.50588235,3.534117647
D2920,8,0,1,1,0,0,0,0,0,0,1,1,-0.3875,124.69,8.477225575,-1.124679625,-2.71125,8.2,-2.145
D2922,27,15,0,17,1,0,1,1,0,0,2,2,-0.0625,144.9633333,3,1.831785111,7.072222222,10.8,-0.252592593
D2924,11,0,0,2,0,0,0,0,0,0,0,0,0,134.1427273,3,-4.058195182,-4.369090909,4.4,-2.718181818
D2925,14,0,3,3,0,1,0,1,0,0,1,0,0.125,126.1535714,3,-2.794564286,-2.318571429,5.6,-0.858571429
D2927,24,0,0,6,0,1,1,0,0,0,2,0,0.375,97.875,8.477225575,1.830914625,5.68125,11.26666667,5.57
D2928,10,0,5,4,0,0,0,1,0,0,1,0,0.5,137.465,3,-2.2959492,-3.242,4,-3.43
D2930,30,1,2,11,1,1,0,0,1,-0.375,2,2,-0.322916667,91.785,3,2.616461633,9.113,12,7.91
D2933,18,7,0,8,0,0,0,1,0,0,3,2,0.067708333,146.265,3,-1.438280722,0.391666667,7.2,-2.67
D2938,13,0,0,1,1,0,0,1,0,0,1,1,0.25,135.0707692,3,-0.437195615,-0.8,5.2,-2.350769231
D2941,21,0,0,10,0,0,0,0,0,0,1,0,0.125,84.80571429,10.74596669,4.629724476,6.564285714,12.20952381,6.647619048
D2942,10,0,4,3,0,0,0,0,0,0,1,0,0.291666667,120.545,3,0.0559912,-1.358,4,-1.07
D2945,32,0,0,17,1,0,0,0,0,0,2,1,-0.265625,84.4675,10.74596669,6.7939975,13.41,15.3,9.4275
D2949,27,0,1,7,0,2,1,1,0,0,3,1,0.179166667,82.29666667,8.477225575,4.009507704,8.816666667,12.28148148,8.488148148
D2956,20,0,0,5,0,0,0,0,0,0,1,2,-0.375,93.475,10.74596669,4.18128815,5.7615,12,5.19
D2957,7,0,1,3,0,0,0,0,0,0,0,0,0,151.3871429,3,-2.388005286,-3.8,2.8,-6.117142857
D2961,45,0,0,24,0,0,0,2,0,0,3,2,-0.046875,52.12,13.95445115,9.935698711,22.21266667,21.55555556,17.16888889
D2962,10,0,2,5,0,0,1,0,0,0,0,0,0,120.545,3,0.0559912,-1.358,4,-1.07
D2977,18,12,3,10,0,0,0,0,0,0,0,0,0,179.165,3,-3.398231056,-1.178333333,7.2,-7.258888889
D2979,23,0,7,8,1,0,0,0,0,0,0,0,0,157.7421739,3,-5.583151174,-0.714782609,9.2,-3.028695652
D2981,23,1,4,11,0,0,0,1,0,0,1,0,0.125,150.3856522,8.477225575,-3.793631304,0.718695652,10.93913043,-2.002608696
D2988,8,0,2,3,0,1,0,1,0,0,0,0,0,135.265,3,-1.859661,-3.3,3.2,-3.62
D2989,8,4,0,5,0,0,0,0,0,0,0,0,0,198.715,3,0.345283125,-1.53375,3.2,-12.47
D2990,10,4,0,7,0,0,0,0,0,0,0,0,0,179.765,3,4.1718869,1.939,4,-9.33
D2991,32,0,0,15,1,0,0,0,0,0,2,1,-0.5,63.3175,12.48683298,6.610252156,13.2628125,16.55,12.3775
D3000,15,0,3,6,0,0,0,0,0,0,1,0,0,180.33,3,-4.837617133,-3.568,6,-8.166666667
D3001,17,4,1,11,0,2,0,0,0,0,3,2,-0.1875,154.7447059,3,2.173562294,2.862352941,6.8,-4.101176471
D3002,8,0,3,1,0,0,0,0,0,0,1,0,0.125,135.265,3,-5.534567875,-6.24375,3.2,-3.62
D3003,18,2,6,7,0,0,0,0,0,0,0,1,-0.125,165.065,3,-4.704864611,-2.225,7.2,-5.292222222
D3005,11,1,0,6,1,0,0,0,0,0,0,0,0,187.9790909,3,-0.851003727,-1.8,4.4,-10.22727273
D3007,19,0,0,5,0,1,0,1,0,0,3,1,0.5,98.49736842,3,1.519387105,3.191578947,7.6,4.241052632
D3009,28,0,0,7,0,2,2,0,0,0,2,3,-0.770833333,93.815,8.477225575,3.092001893,8.550357143,12.62857143,7.13
D3014,26,2,5,9,0,1,0,0,0,0,2,0,0.25,144.6526923,3,-2.917593154,2.801538462,10.4,-0.457692308
D3015,11,0,1,3,0,1,0,0,0,0,0,0,0,103.3790909,3,-1.385535636,-2.228181818,4.4,1.572727273
D3018,11,0,1,2,0,1,0,1,0,0,0,1,-0.375,87.99727273,8.477225575,0.752592,-0.515454545,8.036363636,3.718181818
D3019,32,0,6,10,0,1,0,0,0,0,5,0,0.421875,89.755,3,0.9141465,8.7,12.8,8.69
D3022,34,2,4,14,1,0,0,1,0,0,0,1,-0.125,154.9073529,3,-4.911316118,4.99,13.6,0.099411765
D3023,14,1,3,4,0,0,0,0,0,0,0,0,0,168.4535714,3,-4.894511071,-4.000714286,5.6,-6.758571429
D3028,22,0,3,3,0,0,1,0,0,0,1,1,0,111.4413636,3,-1.109723091,2.415454545,8.8,3.180909091
D3034,26,0,1,17,0,2,0,0,0,0,1,1,0.083333333,118.6219231,3,0.926924808,5.881153846,10.4,3.173076923
D3037,11,0,1,5,0,1,0,0,0,0,0,1,-0.4375,118.7609091,8.477225575,-1.385535636,-2.228181818,8.036363636,-0.572727273
D3040,13,0,3,6,0,1,1,1,0,0,2,0,0.6875,122.0553846,3,2.276581769,1.373846154,5.2,-0.535384615
D3042,24,0,5,5,0,0,2,1,0,0,3,1,0.171875,90.825,3,0.115958083,4.3075,9.6,6.553333333
D3047,23,3,2,6,0,0,1,0,0,0,1,1,0,124.6378261,3,-3.282339913,1.12826087,9.2,1.588695652
D3050,21,2,3,5,0,0,2,0,0,0,1,1,-0.125,125.0914286,3,-1.810112333,1.405714286,8.4,1.028571429
D3053,44,0,14,12,1,0,0,5,0,0,4,2,-0.026934524,71.80681818,3,2.502640591,15.77045455,17.6,14.17454545
D3057,21,0,2,9,0,0,0,0,0,0,1,0,0.083333333,153.2914286,3,-2.930083952,0.508571429,8.4,-2.904761905
D3058,16,5,3,8,0,0,0,1,0,0,1,1,-0.152777778,164.1575,3,-0.010456,0.7,6.4,-5.6625
D3060,20,9,9,11,0,0,0,0,0,0,3,1,-0.071291667,152.695,3,5.94524345,7.1745,8,-3.07
D3062,13,0,2,3,0,0,0,1,0,0,0,1,-0.541666667,102.5323077,8.477225575,2.276581769,1.373846154,8.276923077,2.187692308
D3064,10,6,0,7,0,0,0,1,0,0,0,0,0,188.225,3,1.2319614,-0.416,4,-10.51
D3068,23,0,0,6,0,2,0,0,0,0,2,0,0.921875,106.2465217,3,-0.214591565,3.585652174,9.2,4.153913043
D3072,8,1,6,3,0,0,0,0,0,0,0,0,0,177.565,3,-6.26954925,-6.8325,3.2,-9.52
D3076,11,6,0,8,0,0,0,2,0,0,0,0,0,187.9790909,3,2.356187727,0.769090909,4.4,-10.22727273
D3078,15,0,1,7,0,0,0,0,0,0,0,0,0,169.05,3,-4.837617133,-3.568,6,-6.593333333
D3080,31,1,6,11,1,0,0,3,0,0,1,3,0.416666667,107.1441935,3,0.884320613,8.2,12.4,6.016129032
D3082,20,0,0,7,0,0,0,0,0,0,1,0,0.25,89.245,8.477225575,2.41733285,4.3485,10,5.78
D3084,32,0,1,10,0,0,0,1,0,0,2,1,0.275,87.11125,8.477225575,4.589053375,11.64375,14.05,9.05875
D3094,18,0,1,4,1,1,0,1,0,0,0,3,-1.09375,85.165,13.95445115,3.7882535,4.578333333,16.08888889,5.852222222
D3097,10,0,2,2,0,1,0,0,0,0,1,1,-0.5,129.005,3,-4.6478896,-5.126,4,-2.25
D3099,14,0,1,4,0,1,0,0,0,0,2,0,0.375,95.93928571,8.477225575,0.985339929,0.709285714,8.457142857,3.355714286
D3105,16,4,2,6,0,2,0,2,0,0,0,2,-0.5625,127.145,8.477225575,0.357034688,0.994375,8.9,-0.5
D3109,17,0,1,3,1,0,0,4,0,0,3,3,0,100.0035294,3,-1.285173588,0.091764706,6.8,3.534117647
D3112,25,1,4,7,2,1,0,1,0,0,1,0,0.03125,93.476,3,2.30161608,6.5188,10,6.432
D3114,10,0,2,4,1,2,0,1,0,0,0,1,-0.375,145.925,3,-2.8839343,-3.713,4,-4.61
D3117,23,1,1,4,0,1,1,0,1,0.25,1,1,0,102.5682609,8.477225575,2.597511087,5.83826087,10.93913043,4.666956522
D3120,35,0,1,4,0,2,2,0,1,-0.475,5,4,-0.043269231,84.29285714,8.477225575,4.017321514,12.62228571,15.14285714,10.19714286
D3122,30,0,2,5,2,1,0,2,0,0,7,4,0.90625,72.045,8.477225575,9.280292767,14.451,13.33333333,10.66333333
D3124,27,0,3,6,1,1,0,0,0,0,6,0,1.235660173,82.29666667,10.74596669,5.969458037,10.38666667,13.76296296,8.488148148
D3129,26,0,2,3,3,1,0,0,1,-0.475,2,3,-0.369791667,105.6065385,3,0.926924808,5.881153846,10.4,4.988461538
D3130,119,1,5,14,9,6,12,6,0,0,23,6,1.828125,-17.03403361,16.41640786,5.641778429,55.44554622,49.61680672,45.19815126
D3135,28,0,0,4,2,3,0,2,0,0,4,2,0.1375,99.85785714,3,2.0420285,7.709285714,11.2,6.287142857
D3136,26,0,2,3,4,0,1,0,0,0,3,3,-0.148958333,86.08346154,8.477225575,3.188405962,7.692692308,11.93846154,7.711538462
D3137,55,1,0,7,7,1,4,3,0,0,6,4,0.8125,46.41363636,10.74596669,4.828709055,23.026,23.45454545,20.44909091
D3142,39,0,8,13,2,3,0,4,0,0,6,6,0.147916667,56.61923077,8.477225575,7.110717205,17.03076923,16.62564103,15.05076923
D3144,12,0,0,4,1,1,0,0,0,0,0,3,-1.080357143,117.105,3,-1.11684525,-1.6925,4.8,-0.093333333
D3145,14,0,1,2,1,2,0,1,0,0,0,1,-0.125,126.1535714,3,-3.634543,-2.991428571,5.6,-0.858571429
D3146,15,0,0,4,0,1,0,3,0,0,1,1,0,112.65,3,2.218204067,2.084,6,1.273333333
D3148,13,0,2,3,2,1,0,0,0,0,1,1,0.291666667,122.0553846,3,-1.794084308,-1.886923077,5.2,-0.535384615
D3151,17,0,2,3,0,1,0,0,0,0,0,1,-0.125,95.02705882,8.477225575,2.519435882,3.139411765,9.152941176,4.228235294
D3155,9,0,1,2,0,1,0,0,0,0,2,0,0.6875,113.1,8.477225575,3.124490889,0.863333333,8.044444444,-0.28
D3159,20,0,1,5,1,1,0,0,0,0,3,2,1.145833333,106.165,8.477225575,2.7113254,4.584,10,3.42
D3160,8,0,1,2,0,1,0,0,0,0,1,0,0.208333333,145.84,3,1.0802645,-0.945,3.2,-5.095
D3161,32,0,0,2,0,2,4,0,0,0,5,2,0.352678571,81.82375,10.74596669,3.854072,11.055,15.3,9.79625
D3163,32,1,1,8,2,1,1,0,1,-0.083333333,3,0,0.5625,100.33,3,1.097891844,8.8471875,12.8,7.215
D3167,9,1,4,2,0,1,0,0,0,0,1,0,0.1875,103.7,10.74596669,5.737758,2.956666667,12.48888889,1.031111111
D3168,73,32,4,33,8,1,2,7,0,0,10,8,-0.257291667,79.43041096,8.477225575,6.83001937,33.52287671,29.74794521,20.31561644
D3171,26,0,5,5,2,1,0,0,0,0,2,2,-0.38125,76.32192308,8.477225575,4.319146538,8.598461538,11.93846154,9.073076923
D3175,27,1,3,8,2,1,0,0,1,-0.375,3,4,0.4375,94.83,3,4.009507704,8.816666667,10.8,6.74
D3178,39,0,0,4,3,1,2,0,0,0,4,2,-0.217125,69.63461538,8.477225575,2.135458667,13.04538462,16.62564103,13.23538462
D3180,31,0,1,6,3,2,0,1,0,0,5,5,-1.520833333,58.0216129,12.48683298,6.953844226,13.06193548,16.27096774,12.86774194
D3182,7,3,0,4,0,1,0,0,0,0,2,0,0.0625,187.6442857,3,-3.227984,-4.472857143,2.8,-11.17428571
D3187,7,0,0,4,0,0,0,0,1,0.4375,0,0,0,78.87285714,3,3.491845714,0.91,2.8,3.997142857
D3190,47,3,0,10,0,4,0,1,0,0,5,4,0.134666667,70.93,8.477225575,4.086606298,18.50489362,19.65106383,15.04212766
D3191,53,0,6,5,4,5,0,1,0,0,6,6,-0.629464286,65.24754717,8.477225575,2.389904283,20.08867925,21.95471698,17.32528302
D3195,91,7,9,22,7,3,2,0,0,0,12,3,0.737980769,14.99527473,16.41640786,4.67968767,40.73615385,39.03736264,33.77472527
D3196,25,2,0,3,1,1,2,0,0,0,3,1,-0.5,103.628,3,0.6552578,5.2,10,5.016
D3203,51,1,3,7,4,1,0,1,1,-0.475,9,2,0.927083333,77.10529412,3,2.180935824,18.93882353,20.4,15.1745098
D3206,11,0,2,2,1,0,0,0,1,-0.475,0,0,0,111.07,3,-2.454599455,-3.084545455,4.4,0.5
D3210,13,0,1,3,1,1,0,0,0,0,0,1,-0.3125,115.5476923,3,-2.698676769,-2.611538462,5.2,0.372307692
D3212,25,0,1,3,2,1,1,0,0,0,2,3,-1.074404762,63.02,10.74596669,4.65355648,8.4028,13.2,10.68
D3214,15,0,1,3,0,1,0,0,0,0,1,1,-0.5625,50.61,12.48683298,9.666015333,8.05,14,9.926666667
D3217,42,0,3,4,4,2,0,0,0,0,4,3,0.45,63.49071429,8.477225575,4.634201262,16.50357143,17.75238095,14.83761905
D3218,25,0,1,1,1,1,0,0,0,0,3,1,0.239583333,73.172,12.48683298,2.53681012,6.7072,14.8,9.264
D3227,12,0,3,4,0,0,2,0,0,0,1,0,0.03125,124.155,3,0.843105083,-0.1225,4.8,-1.076666667
D3230,14,0,1,2,0,1,1,0,0,0,0,0,0,35.51071429,10.74596669,13.58502064,10.80214286,11.31428571,11.78428571
D3232,40,1,1,5,0,0,4,1,1,0.4375,4,4,-0.0625,66.83,10.74596669,5.8029478,16.468,18,13.875
D3235,15,2,1,4,0,0,0,0,0,0,4,0,0.5,129.57,3,-4.053637,-2.94,6,-1.086666667
D3236,11,1,3,1,0,0,0,0,0,0,2,0,0.802631579,126.4518182,3,-0.851003727,-1.8,4.4,-1.645454545
D3237,12,1,0,1,0,0,0,2,0,0,6,1,0.496583333,124.155,3,1.333092667,0.27,4.8,-1.076666667
D3238,63,0,0,6,5,3,0,2,0,0,11,3,1.30952381,46.20428571,12.48683298,6.128989016,28.01285714,27.1047619,22.46571429
D3239,46,0,2,8,1,1,1,2,1,0.4375,7,6,-0.466666667,66.34934783,8.477225575,6.56410687,20.00043478,19.26956522,15.4326087
D3248,9,1,4,4,0,1,0,1,0,0,1,0,0.125,141.3,3,-2.102043333,-3.323333333,3.6,-4.213333333
D3251,9,1,1,3,0,1,0,0,1,0.25,2,1,0.71875,131.9,3,5.084441222,2.433333333,3.6,-2.902222222
D3253,18,0,1,3,0,3,0,0,0,0,3,1,0.241666667,85.165,8.477225575,4.114911889,4.84,9.422222222,5.852222222
D3254,55,0,1,6,1,1,5,0,0,0,8,10,-0.856364469,49.49,8.477225575,6.111585636,24.05363636,22.72727273,20.02
D3255,25,0,2,4,2,1,2,0,0,0,1,3,-0.197916667,83.324,8.477225575,6.5351088,9.91,11.6,7.848
D3257,29,0,2,2,0,4,2,2,0,0,3,4,0.046875,89.88275862,3,2.846032793,8.824137931,11.6,7.926896552
D3259,23,0,1,4,1,0,1,1,0,0,3,3,-1.071428571,95.21173913,3,1.574928304,5.019130435,9.2,5.693043478
D3261,45,0,1,5,5,2,4,0,0,0,5,4,-0.386458333,63.4,8.477225575,4.447837778,17.81666667,18.88888889,15.59555556
D3264,53,0,1,6,3,1,0,0,0,0,10,4,0.338541667,44.49660377,12.48683298,6.605646509,23.46566038,23.46415094,20.21962264
D3266,7,0,4,2,0,0,0,0,0,0,0,0,0,90.95857143,8.477225575,2.651867,0.237142857,8.514285714,2.311428571
D3267,5,0,4,1,0,0,0,0,0,0,0,0,0,117.16,3,-1.7267666,-2.916,2,-1.84
D3268,36,0,4,4,7,0,0,0,0,0,3,3,0.104166667,62.195,12.48683298,5.263439167,14.10166667,17.73333333,13.52777778
D3271,19,0,1,4,1,0,0,0,0,0,2,1,0.125,89.59210526,10.74596669,9.565499,9.636842105,11.81052632,5.483157895
D3276,36,5,0,12,0,3,3,1,1,0.25,6,2,0.761160714,69.245,15.24744871,7.550047889,15.93333333,19.95555556,12.54444444
D3283,19,0,0,3,1,3,1,0,1,0.4375,2,0,0.390625,94.04473684,3,2.138318789,3.687368421,7.6,4.862105263
D3284,25,1,35,6,2,3,0,0,0,0,3,2,0.364583333,90.092,8.477225575,3.24239224,7.2724,11.6,6.904
D3288,11,0,0,3,0,1,0,0,0,0,2,1,-0.008333333,80.30636364,8.477225575,2.356187727,0.769090909,8.036363636,4.790909091
D3292,39,7,2,13,1,1,2,0,0,0,6,5,-0.103618421,76.14230769,10.74596669,8.015309667,17.75538462,17.65128205,12.32769231
D3294,9,0,0,2,0,0,0,0,0,0,1,0,0,75.5,3,6.391074778,3.48,3.6,4.964444444
D3300,44,1,0,8,0,2,0,2,0,0,7,7,-0.230208333,58.34772727,10.74596669,6.110730977,18.66068182,19.41818182,16.05181818
D3302,43,0,2,8,2,3,1,0,0,0,7,3,0.542261905,41.20860465,15.24744871,7.987708767,19.67674419,21.85116279,18.19395349
D3303,41,0,1,6,3,1,3,0,0,0,9,4,-0.270833333,53.79560976,13.95445115,5.419438024,16.64634146,20.30243902,15.94146341
D3306,9,0,1,3,0,0,0,0,0,0,0,0,0,84.9,10.74596669,-0.142093,-1.753333333,12.48888889,3.653333333
D3316,45,0,0,2,3,2,1,1,0,0,5,3,0.738833333,54,8.477225575,4.055847711,17.50266667,18.88888889,16.90666667
D3318,67,1,6,8,3,3,2,0,0,0,6,5,-0.758333333,28.97626866,13.95445115,5.697337343,29.64462687,29.1880597,25.86238806
D3319,10,0,0,2,0,1,0,0,0,0,0,0,0,145.925,3,-2.2959492,-3.242,4,-4.61
D3322,95,0,5,5,2,2,9,0,0,0,15,3,4.426636905,6.218421053,15.24744871,6.726330095,44.36463158,40.10526316,35.99263158
D3324,24,0,1,2,1,1,0,0,0,0,2,2,-0.404625,104.925,3,1.585920833,5.485,9.6,4.586666667
D3333,31,0,5,3,3,5,0,2,0,0,8,1,1.490131579,85.31193548,3,2.970719355,9.871290323,12.4,9.061290323
D3335,47,0,0,3,2,3,2,6,0,0,5,3,0.333928571,65.53,3,3.210883809,17.80340426,18.8,15.79531915
D3338,8,0,0,3,1,1,0,0,0,0,1,0,0.4,135.265,3,4.02019,1.41,3.2,-3.62
D3339,51,0,1,7,5,5,1,1,5,-0.0625,9,2,1.9,30.65823529,13.95445115,6.446710078,22.35588235,23.5372549,21.65294118
D3341,63,0,1,9,6,3,3,0,0,0,9,6,1.736166667,34.11857143,15.24744871,5.848996111,27.78857143,28.37460317,24.15142857
D3345,38,0,1,4,3,5,0,0,0,0,4,6,-0.15625,65.85447368,10.74596669,4.464260632,14.42684211,17.30526316,13.51421053
D3348,12,1,4,3,2,2,0,0,1,0.25,2,1,1.0625,124.155,3,-5.036745917,-4.8325,4.8,-1.076666667
D3349,36,0,1,7,6,2,0,0,0,0,6,1,2.229166667,92.745,3,2.81350125,12.13916667,14.4,9.266666667
D3356,43,0,2,4,2,6,1,0,0,0,6,6,0.6875,53.01325581,8.477225575,8.124449488,19.78627907,18.13023256,16.54744186
D3359,73,2,0,9,11,8,1,0,0,0,9,7,-0.240625,52.77561644,8.477225575,2.31944874,29.90972603,29.74794521,24.03342466
D3364,10,0,1,2,1,0,0,0,0,0,0,1,-0.0625,120.545,3,-1.7079641,-2.771,4,-1.07
D3365,10,0,3,2,1,0,0,1,1,-1.25,0,0,0,129.005,8.477225575,-4.0599045,-4.655,8,-2.25
D3367,29,0,2,3,3,3,0,0,1,-1.25,3,2,-0.083333333,113.2206897,3,1.426758414,7.687241379,11.6,4.671724138
D3371,18,0,0,5,2,1,0,0,0,0,1,0,0.25,103.965,3,1.828303167,3.008333333,7.2,3.23
D3381,24,0,1,2,0,2,0,0,0,0,4,2,0.3825,69.675,12.48683298,10.40569733,12.55,14.6,9.503333333
D3384,18,1,1,3,0,1,1,0,0,0,2,0,0.3125,118.065,3,1.174986389,2.485,7.2,1.263333333
D3386,20,0,1,3,1,1,1,0,0,0,2,1,0.083333333,93.475,10.74596669,3.8872956,5.526,12,5.19
